Food_Name,Temperature,Humidity,Methane,CO2,Storage_Days,Spoiled
Tomato,,64.2,36.44,825.26,4.8,1
Apple,4.39,55.95,2.98,,1.8,0
Milk,8.48,65.78,36.47,739.83,3.2,1
Orange,5.97,42.32,4.71,446.12,5.2,0
Chicken,3.53,44.87,7.21,408.77,1.1,0
Bread,19.38,49.72,2.36,390.16,0.9,0
Fish,17.48,87.49,148.13,2000.14,3.8,2
Yogurt,7.44,64.6,46.01,727.99,5.6,1
Tomato,7.87,54.77,5.19,418.87,1.7,0
Yogurt,16,79.39,96.27,1721.65,8.6,2
Beef,26.88,88.66,146.08,1895.53,7,2
Milk,8.56,55.13,36.53,857.81,2.4,1
Apple,25.27,86.68,102.84,1651.73,10.8,2
Milk,2.37,51.57,4.96,421.07,0.8,0
Milk,15.27,79.36,111.44,1716.78,8.2,2
Eggs,18.93,85.65,119.65,1524.64,12.1,2
Bread,18.76,51.1,23.26,689.77,4.2,1
Chicken,9.07,64.4,55.67,939.07,3.2,1
Cheese,5.78,48.48,3.58,420.7,3.4,0
Cheese,4.14,47.4,3.94,406.19,2.4,0
Potato,13.26,60.37,27.25,704.94,7.7,1
Beef,18.54,81.07,140.84,1997.93,6.7,2
Tomato,7.45,49.46,3.46,417.27,2.3,0
Eggs,12.69,64.44,36.2,754.15,7.3,1
Chicken,2.72,48.01,6.16,456.26,0.8,0
Tomato,7.73,52.09,6.65,416.71,2.3,0
Strawberry,4.51,50.85,5.44,382.46,1.6,0
Milk,16.33,85.94,113.02,1679.2,5.7,2
Orange,5.65,48.15,3.48,389.85,2.4,0
Eggs,4.94,44.17,3.44,393.5,2.4,0
Spinach,5.11,57.78,3.35,377.24,1.7,0
Apple,13.05,61.83,42.26,796.37,5.5,1
Mushroom,12.9,61.5,43.39,744,3,1
Tomato,6.21,54.42,2.68,406.41,2.1,0
Orange,4.88,50.19,4.38,396.99,3.5,0
Eggs,5.23,48.24,3.12,361.96,3,0
Beef,3.17,53.41,4.03,424.15,0.8,0
Bread,26.49,68.8,110.04,1583.38,6.3,2
Potato,22.1,81.83,82.95,1587.88,10.3,2
Fish,3.16,55.23,7.74,433.18,0.2,0
Milk,6.95,58.23,32.25,756.61,2.9,1
Cheese,4.11,52.3,3.01,383.13,3.9,0
Mushroom,5.66,56.04,6.63,407.81,1.1,0
Orange,11.17,64.66,36.73,795.01,5.6,1
Mushroom,13.9,74.64,39.72,810.07,3.1,1
Strawberry,3.02,51.66,4.78,414.77,0.8,0
Orange,6.33,46.78,4.32,404.97,2.9,0
Eggs,5,41.77,2.22,386.2,3.1,0
Eggs,4.9,51.23,5.99,390.7,3.2,0
Fish,9.59,83.49,50.15,770.6,2.5,1
Spinach,15.3,80.51,113.86,1729.5,8.8,2
Apple,7.11,49.96,5.94,417.49,2.8,0
Fish,7.86,68.52,53.65,978.11,3.1,1
Tomato,21.55,85.22,115.85,1851.3,9.6,2
Beef,3.54,55.61,5.88,413.47,1.4,0
Apple,9.51,60.14,33.4,859.51,5.1,1
Tomato,8.46,50.38,5.83,377.18,2.6,0
Apple,10.05,67.9,25.45,751.07,4.4,1
Strawberry,21.66,87.56,111.67,2052.05,5.5,2
Yogurt,17.54,75.36,117.33,1612.79,8.9,2
Yogurt,7.57,59.73,35.52,651.26,4.8,1
Fish,19.16,91.83,144.74,1926.58,5.9,2
Tomato,13.36,65.37,40.4,768.7,5,1
Beef,20.32,81.26,129.38,2114.69,6.8,2
Bread,24.1,73.77,88.28,1655.62,8.5,2
Chicken,10.52,65.19,59.2,824.62,2.6,1
Apple,4.81,49.21,2.91,391.67,2.1,0
Yogurt,3.6,50.2,3.26,411.5,1.6,0
Beef,22.81,76.98,144.12,1737.37,7.3,2
Chicken,3.8,52.02,4.37,410.38,0.6,0
Yogurt,9.7,67.17,31.4,748.33,3.9,1
Fish,10,65.34,51.53,874.04,2.3,1
Spinach,20.77,89.13,109.69,1838.69,6.5,2
Strawberry,23.25,74.91,131.09,1708.81,5.7,2
Chicken,3.48,47.16,6.95,401.99,0.6,0
Tomato,12.52,69.41,42.65,888.99,5.4,1
Mushroom,18.47,84.56,148.68,1871.35,6.4,2
Cheese,4.18,49.02,3.65,402.41,3.6,0
Yogurt,8.74,65.46,32.66,710.93,4.7,1
Spinach,10.04,63.8,38.46,867.81,3.2,1
Milk,3.2,48.12,3.89,392.45,0.7,0
Orange,5.62,42.56,2.73,374.32,3.9,0
Tomato,8.91,50.85,6.41,397.12,0.8,0
Spinach,22.1,81.46,110.37,1755.42,8.2,2
Eggs,,56.73,2.82,365.01,4,0
Strawberry,8.85,65.27,35.06,808.79,2.7,1
Tomato,14.24,67.99,40.34,809.24,4.9,1
Mushroom,5.32,61.8,6.95,434.22,0.9,0
Chicken,9.36,60.41,51.02,977.29,2,1
Orange,6.66,50.81,3.83,422.32,2.6,0
Bread,21.15,43.96,3.16,411.23,2.6,0
Orange,7.29,41.13,3.47,390.64,2.4,0
Milk,7.09,68.44,35.58,791.49,4.2,1
Milk,8.6,57.19,34.07,727.92,3,1
Chicken,3.99,53.45,1.82,388,0.9,0
Strawberry,3.05,57.22,4.68,338.75,1.9,0
Bread,19.5,49.01,2.99,384.2,1.3,0
Strawberry,4.79,53.42,2.98,437.94,0.9,0
Mushroom,4.79,59.35,8.81,419.79,1,0
Milk,3.74,50.04,4.51,414.64,1,0
Eggs,11.71,60.13,28.53,781.85,7,1
Spinach,19.17,78.19,121.01,1779.08,5.8,2
Cheese,2.48,52.67,3.74,418.23,3.3,0
Orange,11.23,50.78,37.57,754.15,6.3,1
Beef,4.16,51.27,3.96,395.37,1.1,0
Milk,5.48,46.01,3.72,381.78,0.8,0
Strawberry,11.33,59.14,46.24,820.73,2.6,1
Tomato,,49.11,6.51,,2.5,0
Chicken,9.77,71.39,39.76,759.92,3.6,1
Potato,7.6,46,5.22,373.15,2.7,0
Bread,25.4,74.85,105.03,1719.39,7.7,2
Chicken,10.55,68.08,37.9,865.64,3.7,1
Bread,23.39,55.96,29.8,762.71,3.3,1
Mushroom,5.16,52.57,2.38,401.28,0.4,0
Strawberry,3.83,51.59,4.05,433.08,1.1,0
Mushroom,12.24,70.32,36.18,854.86,2.5,1
Cheese,7.5,61.13,26.46,698.89,7.4,1
Chicken,9.95,60.97,48.61,857.88,2.2,1
Tomato,13.21,68.4,43.99,852.98,4.9,1
Fish,10.04,67.64,56.83,965.31,2.6,1
Strawberry,12.02,65.26,36.14,939.63,3.2,1
Apple,5.1,53.25,5.41,400.8,1.9,0
Potato,18.27,82.81,103.79,1613.13,11.7,2
Tomato,16.37,71.09,41.75,763.84,5.8,1
Apple,4.95,42.71,3.99,393.3,1.9,0
Potato,8.67,59.91,2.35,389.53,4.6,0
Eggs,11.97,64.34,39.58,676.42,7.3,1
Fish,8.28,62.78,54.57,831.96,2.3,1
Eggs,20.52,71.67,119.74,1681.94,12.6,2
Bread,21.76,61.91,23.09,651.04,4.2,1
Yogurt,4.64,50.4,2.96,459.35,1.5,0
Strawberry,3.71,52.99,4.34,431.12,1.3,0
Yogurt,8.65,51.9,34.27,816.8,5.4,1
Potato,14.74,60.55,35.78,733.8,8.4,1
Yogurt,17.85,80.21,111.48,1605.05,8.5,2
Tomato,13.77,70.61,27.49,792.08,4.1,1
Bread,25.79,67.32,83.9,1521.07,8.1,2
Eggs,21.17,74.01,98.44,1755.27,12.5,2
Cheese,9.54,70.67,37.44,812.68,8,1
Apple,15.45,68.53,49.69,741.44,5.9,1
Mushroom,12.66,76.59,51.46,865.17,2.8,1
Orange,11.79,62.83,31.11,799.98,6.9,1
Tomato,22.23,75.94,133.51,1675.28,8.6,2
Yogurt,3.61,50.45,4.06,409.14,1.9,0
Potato,20.43,80.66,80.52,1782.38,13.4,2
Milk,8.69,73.27,35.54,731.65,3.6,1
Tomato,15.22,65.79,35.5,804.05,5,1
Spinach,3.93,52.14,3.94,389.48,2,0
Eggs,5.68,59.42,2.56,376.59,3.1,0
Spinach,11.64,63.11,,767.73,3.7,1
Eggs,4.87,55.69,2.67,400.97,2.1,0
Milk,3.56,50.03,4.8,394.99,1.4,0
Cheese,3.14,50.78,3.77,405.38,3,0
Cheese,4.76,46.32,2.87,383.98,2.7,0
Mushroom,20.1,94.9,123.18,2124.66,5.8,2
Fish,9.84,68.75,45.45,840.78,3,1
Fish,6.69,67.33,41.45,925.12,1.7,1
Fish,14.75,84.26,134.52,2004.12,4.7,2
Strawberry,2.38,39.18,4.49,469.25,0.5,0
Potato,26.45,76.1,91.55,1625.78,13.5,2
Beef,20.2,79.93,134.13,1860.17,6.6,2
Mushroom,11.09,75.82,37.73,752.42,3.3,1
Mushroom,13.46,69.34,39.91,796.07,2.6,1
Beef,22.32,90.74,136.25,1829.3,5.8,2
Beef,2.48,52.91,5.28,402.28,0.6,0
Bread,17.94,48.2,2.74,394.28,2.2,0
Potato,5.59,47.27,2.15,400.98,2.7,0
Spinach,,48.34,4.26,386.76,2.1,0
Orange,6.51,44.14,3.94,438.76,3,0
Potato,18.26,81.17,110.61,1484.01,12.8,2
Tomato,6.99,47.42,4.35,356.68,1.7,0
Fish,8.3,59.76,52.34,954.23,3.6,1
Mushroom,5.22,52.42,5.91,441.33,0.8,0
Eggs,5.97,43.9,2.39,369.44,2.8,0
Potato,22.78,76.13,,1554.3,15,2
Yogurt,18.27,79.83,111.48,1937.63,9.1,2
Bread,22.71,57.15,23.54,688.4,3.9,1
Tomato,13.94,67.26,46.11,878.63,6.6,1
Beef,17.67,85.26,148.99,1863.46,6.1,2
Tomato,9.58,58.9,4.92,411.46,2.3,0
Apple,10.57,64.34,28.51,732.27,4.3,1
Bread,20.86,44.72,3.09,399.36,2,0
Beef,3.22,56.99,6.98,379.2,1.3,0
Milk,12.22,78.4,97.89,1709.73,6.3,2
Chicken,19.23,83.71,136.19,1877.35,6.4,2
Milk,9.91,57.67,32.19,794.26,3.5,1
Spinach,5.33,54.48,3.29,388.73,1.9,0
Milk,8.63,56,32.9,764.47,3.5,1
Cheese,17.43,68.5,103.95,1499.77,14.7,2
Chicken,22.2,81.37,118.31,1900.52,6.9,2
Strawberry,9.61,61.25,45.28,866.63,2.8,1
Milk,9.11,61.3,24.28,721.21,3.1,1
Milk,2.94,52.43,2.75,399.59,0,0
Cheese,,48.81,4.54,421.19,2.5,0
Yogurt,4.82,44.34,3.99,421.95,1.9,0
Chicken,8.85,63.36,51.22,855.76,3,1
Eggs,,78.93,90.73,1571.26,13.2,2
Mushroom,22.63,88.63,124.51,1904.87,7.1,2
Beef,2.2,61.16,7.79,380.73,0.7,0
Spinach,3.61,57.47,2.84,461.58,1.7,0
Apple,3.93,45.61,4.78,434.02,1.2,0
Potato,16.92,54.88,22.5,772.53,7.9,1
Fish,18.28,85.42,123.2,1881.94,5.4,2
Beef,19.69,79.58,149.08,1919.41,6.6,2
Cheese,13.95,90.67,116.49,1568.13,13.9,2
Milk,7.44,62.22,41.67,773.28,4.6,1
Potato,13.14,65.45,20.71,757.44,5.9,1
Yogurt,12.85,84.93,117.35,1604.44,8.8,2
Bread,22.21,56.31,25.03,723.72,3.8,1
Milk,3.85,56.72,4.18,384.01,0.7,0
Yogurt,3.96,54.83,3.57,399.3,2.3,0
Strawberry,3.15,47.65,3.43,423.68,1.2,0
Milk,4.05,46.34,4.26,396.26,1.3,0
Potato,15.36,61.46,31.1,761.39,7.8,1
Yogurt,8.55,69.54,32.17,712.45,5.6,1
Cheese,3.31,52.37,4.13,425.34,3.3,0
Bread,18.99,44.74,3.55,429.27,0.8,0
Apple,6.33,51.35,5.29,399.29,1.2,0
Cheese,17.42,88.02,115.34,1492.52,13.9,2
Milk,3.85,51.38,3.81,398.47,1,0
Tomato,7.42,45.42,4.35,432,1.8,0
Bread,22.97,57.61,31.6,692.76,5.1,1
Chicken,9.49,69.04,43.93,839.84,2.5,1
Chicken,1.74,58.12,4.81,353.23,0.7,0
Tomato,20.88,88.26,125.01,1737.35,10.1,2
Tomato,14.21,70.29,,866.66,5.4,1
Tomato,12.78,67.82,40.8,883.26,4.3,1
Yogurt,9.3,64.56,35.88,793.49,4.8,1
Eggs,2.91,53.47,1.2,365.31,2.6,0
Fish,2.31,59.16,7.09,388.14,0.7,0
Potato,13.03,66.52,34.55,644.59,8.1,1
Yogurt,3.96,45.03,4.83,400.98,2.2,0
Eggs,5.64,53.31,3.09,397.79,2.9,0
Milk,2.97,45.49,3.21,377.95,0.5,0
Orange,14.66,61.74,35.09,772.73,6.5,1
Spinach,20,91.65,103.79,1947.33,6.1,2
Cheese,8.57,63.47,35.49,839.58,7.3,1
Fish,15.63,76.15,156.44,2082.22,3.9,2
Chicken,9.16,69.68,39.76,816.93,3,1
Apple,10.68,66.42,48.65,789.1,3.8,1
Bread,20.97,43.07,1.49,362.74,2,0
Bread,19.34,44.83,2.78,403.71,1.3,0
Cheese,3.39,,3.22,444.66,3.5,0
Milk,5,48.85,4.2,418.67,1.4,0
Apple,10.68,66.35,38.03,980.19,4.6,1
Orange,6.97,43.22,4.13,385.51,4.4,0
Mushroom,5.79,54.29,5.88,429.16,1.2,0
Milk,14.08,71.46,102.52,1528.14,7.2,2
Yogurt,3.59,46.91,4.04,442.47,2.3,0
Potato,20.67,78.91,97.13,1571.98,13.8,2
Strawberry,19.32,81.72,137.78,1954.28,5.4,2
Tomato,7.11,53.64,5.3,414.29,1.4,0
Eggs,4.53,50.77,3.18,339.05,2.1,0
Bread,25.3,71.16,111.86,1546.75,8.6,2
Tomato,22.46,85.18,132.14,1840.71,9.4,2
Potato,20.6,76.83,102.74,1648.71,13.3,2
Beef,3.28,57.41,5.71,422.3,1,0
Cheese,9.84,63.72,31.95,797.36,7.6,1
Chicken,2.64,54.79,5.51,434.99,0.6,0
Orange,7.86,45.5,3.67,388.72,2.7,0
Fish,1.22,48.58,5.87,462.19,1.1,0
Yogurt,8.7,66,31.47,702.54,6.3,1
Apple,13.42,71.93,26.92,815.12,6.1,1
Apple,23.24,80.21,115.91,1785.48,10.2,2
Fish,3.94,59.11,6.32,418.56,0.9,0
Tomato,19.63,81.9,126.46,1821.97,7.8,2
Yogurt,3.56,51.95,3.8,465.73,2.4,0
Cheese,15.6,75.78,94.16,1698.89,15,2
Milk,9.15,63.4,25.42,766.76,4.2,1
Bread,19.08,42.43,3.65,,1.5,0
Fish,20.71,83.52,155.64,1936.77,4.7,2
Cheese,8.36,68.47,39.01,837.86,8.1,1
Orange,4.61,44.37,3.42,382.5,2.5,0
Potato,8.13,43.59,2.89,414.66,4.9,0
Potato,24.65,75.04,77.56,1576.52,11.1,2
Chicken,19.17,85.69,118.54,2059.26,7.8,2
Eggs,14.67,55.8,43.13,772.97,6.8,1
Milk,3.62,47.87,3,393.31,1.2,0
Eggs,4.68,49.4,3.87,392.51,2.7,0
Strawberry,4.13,55.79,4.59,,1.1,0
Spinach,11.84,69.28,41.06,803.22,3.2,1
Tomato,15.77,65.63,31.97,905.02,4.7,1
Milk,3.81,48.7,4.23,425.53,0.7,0
Cheese,15.7,74.74,115.57,1575.04,15,2
Cheese,16.32,80.3,100.7,1633.21,14,2
Beef,3.1,56.63,8.04,438.74,0.7,0
Chicken,12.13,70.11,44.14,808.45,2.7,1
Beef,12.18,71.19,43.52,901.43,3.2,1
Cheese,3.99,57.34,3.16,404.29,3.2,0
Spinach,10.52,71.16,25.12,825.72,3.9,1
Potato,7.25,53.58,2.42,404.17,3.4,0
Bread,18.8,41.72,1.86,377.72,2,0
Spinach,21.53,77.46,129.66,1943.27,7.3,2
Chicken,2.87,47.68,8,391.16,0.9,0
Potato,11.52,67.66,26.88,635.72,7.5,1
Eggs,5.66,49.03,3.08,407.97,3.2,0
Spinach,12.34,73.12,35.5,879.64,3.3,1
Spinach,11.4,66.87,50.75,748.45,3.8,1
Beef,21.71,85.02,120.23,1789.31,6.7,2
Tomato,6.93,60.23,5.67,439.87,1.5,0
Spinach,12.04,77.19,41.82,865.9,3.6,1
Eggs,18.81,77.86,109.88,1576.83,14.6,2
Beef,2.65,52.97,6.46,389.37,0.4,0
Beef,3.36,56.64,5.29,421.45,0.3,0
Cheese,2.85,45.38,3.74,,3.3,0
Chicken,17.88,94.22,129.28,1951.87,7.7,2
Apple,4.66,42.73,,455.06,1.7,0
Potato,7.26,50.6,3.41,432.02,3.9,0
Eggs,21.14,75.2,104.08,1654.21,13.2,2
Beef,4.64,59.37,4.43,410.76,0.6,0
Bread,22.53,41.41,4.3,423.77,0.9,0
Yogurt,7.36,54.18,39.08,795.73,5.4,1
Eggs,6.25,45.53,2.86,444.7,3.3,0
Bread,19.46,61.85,36.83,678.99,4.8,1
Fish,2.07,53.4,5.32,429.51,0.6,0
Tomato,13.65,71.18,42.69,856.46,4.6,1
Strawberry,9.82,68.38,43.95,881.16,3.1,1
Apple,3.81,49.89,2.74,403.73,2.7,0
Bread,21.58,54.24,29.21,754.79,3.7,1
Apple,22.6,83.86,98.59,1784.72,10,2
Apple,4.28,51.12,5.93,380.51,2.4,0
Spinach,15.93,75.58,121.25,1541.75,6.8,2
Eggs,19.26,82.17,82.17,1598.1,12.8,2
Eggs,3.94,45.34,2.9,431.69,2.5,0
Fish,8.52,77.11,50.95,852.36,3.2,1
Strawberry,16.34,85.99,97.69,1652.09,6.5,2
Potato,12.89,61.27,25.76,736.74,9.7,1
Spinach,16.05,79.51,118.92,1694.93,7.3,2
Cheese,4.76,47.15,2.85,429.87,3.4,0
Apple,23.2,80.63,127.26,1668.36,10.6,2
Tomato,9.29,55.37,6.34,397.97,2.1,0
Milk,6.26,60.02,35.62,771.39,3.9,1
Milk,15.62,77.69,96.26,1686.54,7,2
Spinach,2.15,61.65,5.61,405.86,1.6,0
Mushroom,12.96,75.92,56.58,936.33,3.2,1
Potato,13.72,67.47,31.54,725.62,6,1
Beef,18.9,92.56,139.35,,6,2
Orange,13.19,60.19,40.88,749.88,5.6,1
Cheese,,60.56,33.14,756.55,7.8,1
Bread,19.05,51.09,3.37,403.17,1.2,0
Bread,19.59,47.67,2.29,432.49,1.5,0
Bread,20.46,44.01,3.73,423.08,2.1,0
Spinach,10.74,74.48,33.83,788.74,3.9,1
Milk,9.79,,32.67,738.53,4.6,1
Potato,7.19,49.68,4.08,377.4,4.5,0
Spinach,5.27,45.86,4.89,461.92,1.7,0
Tomato,7.91,51.67,2.58,454.39,1.8,0
Yogurt,17.72,84.05,102,1590.78,9.6,2
Fish,3.39,57.05,4.46,405.49,1.1,0
Cheese,9.32,59.12,41.71,766.89,7.3,1
Chicken,17.35,84.36,120.83,1863.56,5.8,2
Chicken,,85.47,122.23,1929.36,6.2,2
Milk,8.56,59.47,31.03,739.01,4.1,1
Spinach,3.51,59.42,3.68,392.14,1.7,0
Spinach,3.42,51.1,4.49,428.97,1.3,0
Orange,5.96,43.33,2.52,374.8,2.9,0
Potato,18.36,82.15,94.93,1751.87,12.8,2
Potato,6.95,59.19,1.52,392.15,3.9,0
Potato,7.54,,2.8,403.34,3.6,0
Milk,5,47.97,3.45,406.9,1.2,0
Spinach,11.51,68.64,32.2,785.25,3.7,1
Yogurt,3.15,55.53,5.41,369.73,1.6,0
Fish,1.6,49.31,4.87,437.59,1.1,0
Fish,1.89,51.53,5.49,413.06,0.8,0
Potato,13.23,62.71,31.95,801.13,7.9,1
Orange,6.99,50.91,4.26,410.63,2.8,0
Apple,13.26,60.82,42.17,763.47,5.1,1
Chicken,11.32,69.6,40.6,833.53,2.5,1
Tomato,14.13,71.53,43.85,868.93,5.5,1
Milk,3.15,,2.46,384.33,1.3,0
Yogurt,7.19,64.92,33.8,752.64,4.4,1
Tomato,11.22,64.96,43.41,900.71,5.5,1
Milk,5.38,48.96,3.06,412.23,1.6,0
Potato,8.19,44.62,2.44,401.23,4.3,0
Mushroom,20.64,83.43,118.08,1828.86,6,2
Orange,6.29,44.09,4.58,380.18,2.5,0
Potato,13.46,65.33,37.89,683.42,8.8,1
Milk,3.27,54.27,3.95,369.1,1.5,0
Spinach,10.23,64.44,41.73,786.76,3.4,1
Spinach,3.76,60.23,2.26,384.02,1.7,0
Spinach,11.73,68.53,30.11,811.32,2.6,1
Bread,23.17,46.49,2.36,431.65,2.3,0
Tomato,9.18,56.59,4.26,437.53,1.7,0
Orange,14.21,63.35,43.5,813.48,6.3,1
Milk,3.32,43.8,2.93,330.56,1,0
Beef,3.11,48.39,8.25,441.99,1.1,0
Spinach,21.25,83.27,127.1,1746.52,7.6,2
Spinach,18.54,94.05,115.02,1634.55,6,2
Strawberry,4.39,53.19,3.47,430.29,1.1,0
Spinach,11.9,64.58,38.59,860.23,4.7,1
Orange,5.11,46.73,1.66,414.94,1.9,0
Spinach,9.94,67.67,35.28,853.4,4.1,1
Chicken,9.71,63.85,35.69,840.22,2.7,1
Bread,21.24,61.88,24.69,628.52,3.5,1
Apple,4.23,,6.14,380.83,1.9,0
Tomato,8.56,56.96,5.73,448.28,1.4,0
Tomato,13.13,68.76,36.35,760.89,4.4,1
Bread,20.86,54.17,26.31,632.18,3.1,1
Yogurt,9.2,59.19,32.89,718.66,5.6,1
Chicken,2.07,49.16,6.19,425.98,1.1,0
Spinach,3.9,55.53,3.19,376.05,1.8,0
Beef,11.62,67.51,51.86,914.72,3.5,1
Potato,8.7,51.11,3.29,382.47,5.1,0
Milk,13.44,71.95,115.4,1764.45,8.4,2
Apple,9.24,65.52,38.37,872.6,4.1,1
Orange,23.47,75.52,101.18,1883.94,11.4,2
Eggs,5.85,42.77,4.03,394.12,3.3,0
Strawberry,3.26,53.58,6.71,397.99,0.9,0
Milk,16.6,69.91,121.49,1588.44,8,2
Spinach,12.92,63.59,43.5,808.15,3.7,1
Bread,17.76,40.53,2.29,374.15,1,0
Potato,21.97,74.9,98.12,1620.26,12.9,2
Tomato,6.66,51.35,3.43,434.36,1,0
Fish,7.11,63.09,42.46,869.7,2.7,1
Strawberry,4.7,51.84,2.59,380.34,1,0
Eggs,21.13,74.89,92.8,1526.93,13.9,2
Eggs,17.6,82.71,96.37,1641.82,12.7,2
Potato,8.92,47.02,2.59,399.05,4.5,0
Tomato,8.31,51.5,4.1,396.35,2.7,0
Tomato,12.36,65.74,36.81,775.83,4.5,1
Beef,1.9,55.93,4.97,428.63,0.8,0
Fish,7.99,68.28,58.76,877.09,2.8,1
Mushroom,13.2,75.8,41.71,843.13,2.9,1
Bread,19.91,49.38,3.95,402.39,1.6,0
Bread,23.87,74.07,94.63,1645.09,7.6,2
Milk,8.89,64.4,30.78,727.99,3.8,1
Tomato,6.78,53.32,3.6,418.06,3.6,0
Strawberry,9.38,,37.26,811.17,3.5,1
Yogurt,12.81,66.08,97.55,1517.93,9.9,2
Orange,12.27,55.81,35.27,828.52,5.2,1
Spinach,18.52,86.73,107.18,1963.21,6.8,2
Apple,5.36,45.01,4.06,447.08,2.7,0
Mushroom,4.88,52.71,4.81,358.92,1.2,0
Fish,7.81,67.63,48.91,926.15,2.5,1
Bread,19.73,50.76,3.85,379.4,1.8,0
Tomato,7.57,50.01,3.68,392.31,1.6,0
Strawberry,8.84,,38.51,863.98,2.8,1
Bread,21.59,40.65,0.95,397.41,2.2,0
Orange,5.82,49.14,2.98,431.8,2.9,0
Apple,5.35,44.15,3.17,399.64,1.7,0
Tomato,8.87,50.68,5.28,445.27,2.3,0
Beef,4.18,48.1,6.36,374.83,0.6,0
Cheese,3.93,50.29,4.23,400.32,4.3,0
Cheese,14.94,74.19,132.65,1860.28,15,2
Potato,8.94,48.52,2.82,403.69,4.2,0
Cheese,3.52,52.9,6.51,416.7,4.4,0
Chicken,20.94,88.5,134.15,1957.28,5.5,2
Yogurt,14.77,80.49,114.91,1743.86,10.1,2
Yogurt,2.78,50.73,4.89,340.46,2.1,0
Bread,25.05,77.25,88.23,1714.73,8.4,2
Mushroom,21.17,85.82,125.81,1893.79,5.7,2
Tomato,14.28,66.14,39.05,784.94,5.3,1
Fish,10.32,74.98,52.3,921.76,2.3,1
Fish,9.15,69.07,54.04,795.54,2.2,1
Yogurt,16.5,82.23,114.11,1843.92,8.4,2
Bread,23.47,54.07,32.07,754.06,4.5,1
Eggs,21.64,71.62,111.99,1416.42,12.5,2
Spinach,4.34,55.52,2.79,423.22,2.4,0
Mushroom,12.33,70.3,37.63,773.34,2.5,1
Eggs,21.61,79.68,109.91,1627.5,12.5,2
Orange,5.1,41.74,3.77,390.61,4.1,0
Apple,6.24,44.25,3.89,340.49,2.1,0
Orange,22.73,81.06,119.31,1736.14,10.9,2
Bread,22.11,54.12,27.28,755.95,3.7,1
Milk,9.43,61.43,32.82,711.69,3.3,1
Yogurt,14.7,79.22,110.87,1887.16,8.3,2
Spinach,3.95,56.87,4.48,423.36,2,0
Orange,12.44,62.15,40.27,705.89,5.5,1
Orange,13.1,65.49,36.3,810.72,4.4,1
Chicken,2.31,45.43,5.37,398.18,1.3,0
Beef,3.13,51.69,6.5,426.92,0.8,0
Yogurt,9.43,57.68,35.36,788.89,4.9,1
Beef,10.47,61.12,49.57,805.93,2.5,1
Milk,7.98,57.26,28.06,782.73,3.7,1
Milk,8.42,68.56,36.17,763.96,3.2,1
Yogurt,10.6,58.71,43.1,699.46,4.7,1
Mushroom,5.83,62.52,3.01,426.61,1.2,0
Fish,2.53,57.66,4.62,464.5,0.4,0
Milk,8.62,66.51,42.18,815.21,4.3,1
Cheese,10.49,62.54,33.53,839.89,7.8,1
Apple,23.52,79.94,95.35,1890.3,10.5,2
Potato,15.09,61.57,30.2,704.07,7.8,1
Orange,22.49,91.83,93.6,1787.56,12.9,2
Strawberry,21.25,90.31,104.31,1710.18,6.4,2
Potato,16.8,61.68,24.23,739.3,8.6,1
Bread,22.63,62.14,32.33,694.84,4.6,1
Potato,19.87,75.76,111.71,1448.66,12.5,2
Cheese,3.85,47.74,4.33,,2.7,0
Eggs,9.95,67.06,30.25,811.03,5.2,1
Milk,8.14,66.5,37.21,778.62,2.9,1
Fish,8.8,71.82,53.3,945.9,2.7,1
Fish,19.79,92.23,151.87,1921.33,5.2,2
Eggs,5.88,51.62,2.79,392.25,2.4,0
Fish,2.56,57.27,6.84,418.25,1.2,0
Chicken,4.15,52.27,3.75,360.19,0.5,0
Beef,22.54,79.39,141.97,1809.76,5.5,2
Orange,6.51,47.49,3.36,420.47,4,0
Chicken,9.29,66.81,41.93,880.41,3.1,1
Strawberry,3.67,59.7,2.74,412.24,1.2,0
Potato,13.55,64.9,31.81,785.81,9.1,1
Cheese,8.88,67.02,44.01,796.71,6.7,1
Fish,1.62,58.14,4.88,408.95,0.9,0
Chicken,2.39,52,6.41,383.68,1.2,0
Potato,8.68,55.2,3.11,393.67,3.8,0
Cheese,3.34,55.01,4.25,401.67,3,0
Chicken,9.67,64.45,44.09,803.81,2.9,1
Mushroom,11.51,69.3,35.19,917.19,3,1
Mushroom,4.62,56.42,7.22,407.61,1.4,0
Yogurt,3.54,52.49,4.63,433.65,2.1,0
Chicken,9.66,72.99,49.59,748.12,3.8,1
Chicken,18.41,86.37,130.75,1544.46,7.3,2
Bread,23.51,56.61,39.78,712.23,3.9,1
Fish,17.26,88.25,146.6,1940.6,4.7,2
Eggs,12.08,58.62,34.93,752.95,5.3,1
Tomato,23.22,77.66,122.51,1841.46,10.3,2
Spinach,4.29,56.6,3.39,400.73,2,0
Chicken,9.24,64.56,44.21,948.55,2.7,1
Yogurt,5.66,56.19,5.3,389,1.9,0
Potato,13.58,66.72,30.59,736.14,7.6,1
Chicken,21.41,83.61,115.82,1906.59,5.4,2
Beef,9.33,57.96,37.94,948.58,2.8,1
Eggs,5.62,56.27,1.96,391.86,4.1,0
Chicken,11.46,74.37,42.46,906.61,2.7,1
Apple,11.36,71.58,42.01,882.42,4,1
Spinach,3.52,49.16,3.92,457.15,1.4,0
Orange,6.2,50.18,4.09,404.82,2.7,0
